,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
CNTRLA1,1571.3251,0.030659681,0.28108868,8.777941,1.4370023,2.850586,80697.484,1.3431528,0.1817355,10.717681,304448700000000.0,18.317545,2.2740392e+25,2.2137167,20.132074,0.6915535,28.056845,1.0593125,60.904144,0.073941305,1.6694426e+17,1.086827,inf,0.33308393,5.228279,16.22922,76583896.0,59.59605,0.16959828,0.7531381,1.3303688,0.06267947,1.7695802,9.928598,67.18007,36.860996,0.7290133,55.05989,0.5885611,2.3233762,2.0717072,2.0489159,0.1441309,0.08223698,1459.0372,330.559,2.5962656,1.7668168e+32,8.149511,3.07193e+18,1.0785775,0.74894536,6.0476007,1.9821662,0.065482736,0.8383967,171.9614,1.3511658,0.89401144,3.559072,1.1296183,0.34737322,0.16635956,26.186642,inf,2.2974966,3.1282575,0.11802661,0.30424166,16469973.0,2.1317413,2.2615168,228.26395,0.07808721,466.63297,5.0655575,133.3327,0.45116413,1.0001963,5.7468333,0.2048164,1.196624,0.09728917,1.5664272,0.47676572,1.2168384,0.3509862,1.5635498,4.1222997,0.25966868,1.3992704,inf,3262.9897,1.254565,1.0528233,2.92867,2.1927812,0.76080513,0.31612393,1.1479615,0.29558653,0.20824814,0.32582095,0.57919854,2.3241842,0.16729726,0.5484279,2.7039168,7.5741005,477664.16,1.3994694,226.4402,84545.02,4.148909e+31,22.365707,96.48495,1.9172042e+23,0.09227121,0.6960251,0.009141316,18.346107,0.522157,2.0202038,0.20698082,161.5706,4.2226402e+23,19794.36,inf,4.4314413,6.4526663,3.2011716,1.5955023,40798.496,0.21318834,2008.9218
CNTRLA10,0.25247732,0.14937975,0.42089167,312.3795,4.496198e+33,1.1670173,3.9578044,2.5760522,0.008979389,2903.7666,295.05814,6.091682,0.66661066,0.23865648,0.07426186,1.4171472,45.813065,7.3846755,4.0086946,0.19849235,987.21844,0.15936017,2.9244602,109.01,0.16513158,15.622495,2528593200.0,0.40047508,0.7121878,0.76391137,0.057071395,0.03326906,1.0935187,243302240.0,914.5179,154.30383,0.27798054,86502546000000.0,15273.868,0.88366956,0.08477102,5891.829,0.048921674,2155850.0,1.3018831,366.78482,0.1565182,inf,25737190.0,30.320744,0.37341434,29159.553,38.193897,8904475000.0,0.6000602,50.521538,8.822412,0.3269146,3.312163,24.502707,2.5955017e+18,0.22003263,0.03878703,11.620332,239.16882,0.3764012,3.2031226,0.15971854,0.8718511,76.675644,7330.6904,0.39598897,39.22695,0.041683648,3.4853635,7.5704727,4.8568797,851.1917,0.92934835,34.79076,20737.533,2.333727,74.37623,3.16792,0.09288793,6.121442,0.14103815,2.0913008e+18,0.8029127,0.029838944,10.635411,13643.11,2.3520856,2.4145377,0.22454026,3.610912,488.63956,30.50779,3.221875,6170.811,0.72694534,0.15682954,70048570.0,0.11783134,6.9731007,2.7313018,0.20068458,5.877501,391.85678,1206.2935,0.5341408,0.30914482,5.538621e+17,4.148429,1.4647763,0.6505272,inf,0.11745733,2.2109985,33.10171,15.262714,0.26579696,0.75675017,22785814.0,2.5416758,39372333000.0,1.7109412,inf,243.93321,0.7830296,3.9110134,5.2917886,1.1522902,0.09718347,364.99573
CNTRLA11,0.22665751,0.015285822,394.02097,8.514633,4324.196,0.20058551,0.55904806,13.996286,0.010404546,1.1633749,12.830935,65.88885,32219953000000.0,0.49055508,1.324681,3.0431452,9.589436,0.00997997,inf,3.7675622,15.641863,0.28890914,0.022037083,340447.12,0.16089249,1527.7794,196612.88,1.7689853,0.14135762,6.549576,3.9659665,0.32863098,3.4121892,1.9259678,52.400936,16466.947,2136791.8,0.09434425,1.5374596,3.7322302,0.6732315,4.1496215,0.20342663,832972.6,0.71211034,0.6182751,0.07973142,2.2286289,3782.2534,6.4776773,0.10522988,772.7861,22464370.0,0.2897831,0.0702316,0.45835766,2.2218018,79.81831,16.349077,3.0434563,0.33175224,0.40273738,33.865826,0.9303484,0.05979393,0.6053042,0.7630207,18.919718,43.041897,3.2477334,13749202.0,0.8599883,9.651116,0.59706223,0.09386539,1.5496488,inf,72.67901,0.2522453,6.9083962,7.966248,0.84216577,9.262872e+24,0.7410124,0.07549618,1.7195786,0.07536501,7.8762655,0.18646741,0.42575893,2126337.0,inf,1.1660981,546742.8,43.16456,1.6039343,inf,155061220000000.0,228019080000.0,1.4270888e+31,0.13114183,0.79872954,5.4106073,1.2300056,12.014535,0.805977,0.36214364,25.352512,384.32346,7.0973496,1.7429153,532.15027,1.7282531e+26,0.56093687,1.0449748,1314.9882,1.8197533,0.4028736,0.1897444,2.842612,3.6335926,11331.504,inf,2.256689,0.23187456,588.1767,0.3206031,152075440000.0,6.7033343,0.7035989,0.18089034,2.0438545,0.123910226,0.084885456,90.37596
CNTRLA2,5.0274912e+30,0.014101834,3.8305225,0.89021945,10.436553,158885.34,2.326136,3.2206604,0.086295746,5412.577,17.83891,0.30120552,263708.1,1208317600000.0,32.557743,5130.3696,inf,1.5907892e+37,11.3211355,0.19320802,0.5992197,560.3935,505210.97,0.009149957,0.06841432,1.903753,5.272305,7080.795,0.7030273,1.7805159,1766.5702,39.13258,246.94228,11.180991,3.7828262,0.014759692,59.36711,0.82709134,632.5047,4.0522227,0.20696068,107391.53,4.77143,0.11641503,0.5225365,162.76021,66.04657,0.3157976,1.1276083,0.7747794,0.47985122,inf,13.930983,0.14163135,0.051023275,1.4772813,5.2024865,770178.3,8815501000000000.0,3843573500.0,0.25118154,1.8956665,235.61493,12.307849,22.113832,28760.145,5.3429946e+21,0.37309596,1.9488301,85.17289,0.27468833,2.8553286e+29,0.030606942,0.17074308,1.5624357,1.3860562,1.0750463,2.0342586,0.5557326,0.6092098,0.1667416,10.069213,0.51751435,0.7264955,0.21815889,0.12255972,0.08559407,0.1291616,0.8150357,1.6355336,14.183066,0.10217925,1.4468142,8934.353,4.1719003,0.7404926,0.31594673,1.8331248,0.95237607,236.87767,2.478446,1.4062212,2.765649,22.987492,9067.03,0.5427151,0.611449,7.6356936,6829.466,12.140834,0.602495,0.4050993,1.768563,1.9733985e+20,37120950000000.0,0.1728349,5332524.5,1.5871236,0.40723807,0.37056786,0.20158195,1407788.5,0.7653108,0.8210819,47.65434,239047280.0,1568.0865,16.424929,inf,0.951189,1.4751265,92.17151,506.94138,77324930.0,0.4147445
CNTRLA3,3.7929835,3.258884,0.4335381,0.81443447,0.35954803,0.23946287,1.274612,1620405200.0,0.1002789,4018.079,0.34144723,1.0382621,0.45555452,2.5363443,1.2497116,1.7169772,2.2664806e+21,608817500000.0,1.653764,0.17995244,11.083432,0.09883519,1.0771802e+17,0.25503722,0.032015838,0.1063248,125.80208,2.5027037,36.75883,0.3776558,0.04504812,0.018418746,108.55444,1811.7745,3.8628879,0.5923484,0.6217744,2.181222,3.793456,0.464573,0.37723684,42.0861,3.3561292,2386.5486,18.339706,0.14918584,1.6644181,inf,5.6353434e+27,1.9328843,0.46730274,285.62943,0.7311379,1.0966094,0.10132277,2127.7397,3.7863553,0.97202843,1.6648749,424.98456,81.00036,0.23098864,0.7462329,199.06122,0.4000969,10.907173,1.7131517,0.026312744,63.923794,26648.043,0.063054286,15427713.0,3.950609,2.2413003,2.2772091e+18,2.9749177,1.6494528,100.07688,0.30380794,0.808975,0.39940962,inf,inf,0.7720552,0.04473294,1.7286656,0.043783996,1.6471367,0.018371161,84.92682,930.458,573.90375,2.102521,0.56661385,0.07111661,35001.562,1.5555574,4.161691,6430201000.0,15.314478,0.11001216,12.100805,3378.668,4.640766,1.2924854,0.14205062,6.44294,35557890.0,0.8535649,1.7702432,1.3765447,0.026570497,inf,15.989144,0.07877467,0.1556561,4.2824806e+17,0.32626116,0.85175616,0.9591992,0.82877517,112.70925,93325410000.0,0.97238976,1.7624339,0.3453433,0.34266818,363406720.0,574056900.0,0.18837905,229081.81,2.0691836,9933832000000000.0,362.3941,0.8331869
CNTRLA4,32.923748,9.471263,1.1997571,5.2573543,8.126421,20.239136,17189.914,13.769954,0.021363448,227.23262,4548923400.0,373.02875,0.41282976,6619.4517,23.825611,6887708.5,1473989400000.0,507045.9,28.992645,63.514313,0.29092264,1.664075,1.041169,0.68144214,0.65592074,0.35592887,0.13945954,1782.6061,0.29049265,5.4080744,0.9893331,0.33244863,6.689631,3.9180992,0.62802094,8856.803,inf,0.0036932754,0.6068164,0.29517135,1.8535317,17.988317,0.8904543,0.78601485,0.37032837,3.7169578,7.2178373,6143533000000.0,112.02726,8877288.0,2.9127536,0.05196009,992.3464,7.6524353,0.1625054,1.6415827,36.042274,14.750889,5089.1797,6.818515,2.2055879,0.006244643,0.1383308,41.460045,470623.38,115018570.0,1263943.1,0.13011345,0.32548,inf,0.06413848,4.944923,0.117033854,0.07835585,0.20676574,0.07815246,0.7556547,0.2282463,0.04819379,3.6279562,1212.5459,7.396859,0.5625977,0.28009877,0.422277,1.9957156,0.02305893,3.2283108,0.81148154,0.31160098,14.198191,0.22009547,1169142400000.0,16.93547,0.114264205,1.994323,0.2689534,1.8653544,3.031063e+17,0.4963974,0.2767749,11.513475,0.051235043,1.2363201,2.8496675,0.107455574,0.15287653,0.5840854,1.062983e+28,0.38900554,0.67261666,1.01314,216842490000.0,2.4793295e+22,242.05281,3.1030848,3204.0352,0.062307,0.46803904,0.00061694277,5.0308027e+22,0.5682577,9.347327,0.08292553,4.37251,4.8762016e+18,0.6670033,3303.9534,inf,6.8182435,1.8546486,1.8933395,55280200000.0,8.171384,16.342953
CNTRLA5,5.7856197,0.020256896,2.203477,3.0646162,0.7747169,651.17957,4.248931,4.275021,0.011337892,5.855382,1607701000000000.0,0.5551951,0.49449745,3.1524694,0.22065152,126638.94,1.9963827,2.3759496,4.487915,52.03082,0.37661183,0.9939764,8.999925,6.116777,0.2293614,1.145332,1.2542871,44.243523,4.3771033,7.642902,0.63010806,0.23476784,2.0150354,1.7681468,5.5753255,113.84274,680699200000.0,552.1212,0.6589645,2.4262202,0.50409275,5.517001,0.46790257,0.26291755,0.33632702,2.00377,0.12684739,inf,154.45811,1.2548521e+35,13177.191,56.755222,165005900000000.0,23.549658,0.08408664,0.5991377,83.190384,0.9363774,58.496304,7.9843144,0.25736922,0.009880607,0.107915595,456.2811,3.1201305,60.60534,77120.09,0.3987986,3.4561143,202361080000000.0,0.14131606,7.3738446,0.4562675,0.030695919,0.0972377,1.83427,1.8367391,372.04898,0.013865125,1.5998021,8.78782e+20,0.3293101,2.9351902,1.2529277,0.033985775,1.4523191,0.26208964,38.01074,1.4989562,0.21506986,1950144.6,2.143315,888497400.0,6.019836,0.09976011,17.34245,2.151543,30157160000.0,0.71318716,10.925274,1.687159,0.4854862,434.61346,0.10217751,16.865374,0.28837436,0.08471053,2.5726235,13093.953,5.0451364e+30,3.084343,1.6012206,1528224.1,156.50722,157.74785,3.951182,1.4518148e+22,0.15939628,0.44313645,0.035221443,12.986424,0.50945956,1.8039877,0.052378222,2.47297,14.187541,0.9631698,inf,3.1246397,1.7649615,5.257111,9.915994,716184900.0,0.2889452,16.143776
CNTRLA6,1.5068432,0.19952838,4.9461536,0.1159395,0.32526472,5.7419024,233.23038,34.11839,0.039976805,20.991316,6.0258354e+21,1363.7628,55.241135,2286182000000.0,7.3801026,0.9518835,0.2935299,0.021951279,77.67389,0.111133195,3.9117699,0.2563662,632.4229,3.6912768,0.27801886,1.8738112,373.53494,0.38095158,2.1778932,3.9814744,1.2778338,0.10057302,0.76339626,3.7267566,15.190593,6.900177,inf,0.1256615,7.1599865,13.543419,0.05077634,40.719597,8626.405,0.96411824,2.221506,0.8806278,7.2615156,158778900.0,75.86351,17.339716,1.3901782,59.249992,1453.3256,13.896608,0.0788356,0.5921432,0.29549325,456235170.0,13.116421,90195.94,0.22081383,0.024402004,0.59067184,2389.839,3.8743336e+23,5.0466533,2.774058,0.76694375,4983.5034,71.84377,1.2634906,85.74364,0.08227663,0.122141145,0.10404284,0.95324826,0.65112835,13.915388,0.12799446,5.462311,1418.8826,65855120.0,3.785349e+19,1.1614574,0.008315417,2.4972794,0.21489054,6.1404977,0.2692058,0.612574,572.86554,407939600.0,5.323988e+19,11.510113,0.14088137,25.105341,354460.03,0.21353877,0.19080709,75.439156,0.08486991,0.9605831,11468.683,533.6859,8.529497,0.27442425,0.10132154,3.0046077,4.7533415e+23,0.53211075,1.3826426,0.27105704,0.79327554,52.27115,0.89020085,27.331707,0.7583372,0.29782546,0.28011945,0.1984037,1.0643557,0.81173503,3943231.0,0.09604331,52.467697,1315.7147,0.380042,2342738700000.0,0.4839179,0.5156857,20.811104,1.1177042,11566749.0,5661.364,75.4245
CNTRLA7,0.22610804,1.3416451,29.345531,38.022583,0.68300396,0.19705693,488966.28,306364350.0,0.32773772,2.5470183,661627200.0,155.1621,0.2424279,187232.58,0.37236616,3.461331,5294.694,269.25546,0.24359223,1075.8812,250.97145,1.876339,1.5828234,0.17504932,0.027082104,1.5129558,14.545361,1.588302,0.14090598,5207.21,0.27115014,8.411619,0.076182924,11.213226,1.4765093,inf,285.495,5129698.0,2.6677663,4.3002224,0.4478501,1992.421,154582170000.0,3.0960336,0.05519319,0.07166091,26.125044,61589636.0,1.2349117,1.1100985,1.1751982,0.11990495,1769.1937,530.97455,2.2226912e+26,8.805251,0.27065903,1517.455,9.461532,0.30389136,2.2655866,0.19704516,42.509727,0.20154901,4713711000000.0,inf,138.19798,11.761665,0.24789669,4539367400.0,0.8372479,1.7187673,0.47649956,300203870.0,0.055816315,777.18805,0.9748316,1.2787646,0.16013905,11.828555,5.423885,0.1833865,0.2989057,2.310917,0.049740408,0.59878314,553.67944,0.23409916,50.154415,0.7918289,10.315839,inf,4.2545686,0.7746052,2.3627505,1.7311454,310.83676,0.75908685,123.07233,0.2159745,0.015098734,92981.14,3.4590993e+25,573973570.0,6.0096364,0.6349259,0.6527757,1.0527742,2442068500000000.0,0.08023636,0.27567917,inf,0.18083455,166.16647,35.365154,0.27998385,0.03350063,0.35568902,691890300000.0,0.041500993,850186000.0,0.18033318,1.0262197,2.4244325,13.4284,9.042984,813.16064,inf,3270604.0,0.5310019,2.6118115e+17,2.2180388,0.034795936,69723.875,277.6846
CNTRLA8,273.65613,0.34524277,0.415037,5.05065,2.1100204,1.0434654,inf,0.9508162,0.08383575,493.05545,2513026700000000.0,1.0665011,3.1539502,1.5658951,4.403279,0.5365487,134.53206,4.749383,2100.5781,0.6179936,3.598975,0.11480863,46.799564,5.7471767e+27,0.97486407,3.9714265,0.42983937,1510.912,0.44165826,0.9604963,3.4021327,0.20214368,1.1524049,3.5932896,299.78558,56518697000.0,0.5023161,0.24596801,0.5769165,2.4355469,0.7253105,1.1030654,0.14182585,0.20983653,0.0735456,17.971245,1.6244044,inf,397953650000000.0,802045760.0,71.81829,1.1078093,4.275627,2235474.2,0.4014474,12379227.0,70.190125,0.3359914,2.3162756,8.740314,2165.4834,0.32326496,0.37066877,46811720.0,22442600000.0,5.711043,3.1978688,0.2081781,0.10701879,165.15439,71781.22,10.935571,3.166869e+20,0.13027725,inf,6.277152,1.7064639,10.418918,3.7515955,15.707894,64.04826,1.666514,6.820825e+35,3.0238154,0.40162793,1.0496609,0.36455992,80027960.0,0.6698102,4301917.0,7.0517235,inf,14.254838,0.6705124,0.8383534,9.766066,16.992514,268606.4,0.29023713,1.0529346,0.29310712,0.379034,6.603844,0.7293804,9.41116,0.37443903,0.30732903,2.1769629,0.22134301,inf,345900.47,1.4283015,1.4480636,39906188.0,1452.5084,8.481474,59.306602,3.1561172,0.5264822,0.026170034,23.737762,0.41819304,0.38192272,0.14505029,2.278305,4.365804,3.0566945,77589820000.0,0.59133714,3.520248,4.2542543,2.8686206,63.439728,0.15991543,1.390251e+26
CNTRLA9,2.6731827,0.8275697,584882300000000.0,1.8810095,41228427000000.0,11.993528,2.3351536,21.811203,0.032993197,1653164500.0,25.771418,0.7218426,0.11981462,0.43195722,0.6962283,0.05762536,223503.03,17.507347,10.308903,0.048016284,0.5882819,827837400000.0,181.58134,807.82086,395537730000000.0,1.9938726,1062387300.0,2.7317781,0.031717177,6.0535793,0.53111786,0.34354025,3.6841648,0.6779338,69.149536,2.993759,0.6528772,0.0032320917,2.8305254,2.1441417,0.15652473,26.424755,3.6207693,inf,0.29807147,1.329468e+34,0.1556773,34799270.0,19.584034,6.361533,0.7094879,inf,257981890.0,0.13425943,0.6562635,0.23974358,17.206827,58.940098,95981220.0,0.13746148,0.68886995,0.0640524,4.8065386,6.6657715,5678267.5,0.1381585,0.109998286,1.8988681,0.12090127,1.2037705,1.2304523,1.1977238e+34,1.1765542,0.694316,0.1244357,6.921615,1.4337946e+20,0.15456967,0.20440589,1.5478437,0.06898709,69991.766,0.067104176,0.18816881,0.23019496,0.6982529,0.25241265,4.4011493,0.06534563,3.2770617,14505.521,0.017049018,2.123684,inf,0.11931018,0.23646149,0.040348124,0.030545557,14067985000000.0,774.9536,0.042990744,4.425875,0.78913563,0.056818943,4.764575,0.1053931,0.20075819,7.7883744,10.748028,0.12258738,0.014185794,0.023009518,7.139903,78.93146,8.80585,4.0754995,0.06634152,45.4091,1.1313473,0.015402587,50.75557,0.26618204,inf,3.6562495,2.0045786,5.9705434,1.0232278,inf,1915412.4,0.14705808,0.6878887,0.75013715,0.17651479,0.02619121,118944.414
CNTRLP1,0.94101334,0.058953445,2.465368,0.96698284,0.14509423,0.1928949,2.3545017,1.697477,0.21669874,133.40236,1.2146804,0.45392263,1713530500.0,15883895000000.0,1409.5035,3.8131711,92.98052,0.043022767,170.05031,0.08113047,15.135802,0.37583065,7.739723e+29,0.04788812,0.19165587,55.315334,5174641000.0,4.5251446,0.14350708,9.33848,1.3402268,0.16257697,0.4005335,8.125526,7.0256906,0.09380378,7.627013,0.58556277,0.033779386,12.813379,1.8606603,10.752264,694.336,9558310.0,0.43860152,0.41630057,1.3582664,243561970000.0,150.05882,3.9908416,0.42229408,0.10917906,0.23748982,0.05158899,0.13022415,1.526698,1.1382775,2.95554e+19,2.441475,0.6768566,271.48502,1.0408158,61.418102,4.4024396,1392941600.0,122.99303,0.24459536,0.09770203,4414684.0,0.10788797,1715.1483,43995532.0,0.76396984,1.1217767,1319.5153,587.4727,5.0714283e+31,0.04882787,3.0571876,2.5586965,3.1919487,inf,18079.377,1.216411,0.054320525,0.32239172,0.57355857,0.85109323,0.07937659,1.199079,72.63929,inf,0.055269532,89.66982,0.23197697,0.3621517,638229540000.0,0.055064697,28099782.0,0.05610851,0.1597696,0.5412235,0.44709498,7350.616,6.1151,4.150433,1.0398468,8.54837,37.683216,0.12055492,1.3430083,0.07113771,2.7810953,728338240.0,1.3966724,inf,0.24006447,1.277939,6.927815,0.8328634,4.2900343,0.63273984,inf,0.62506056,162.35504,3.5370007,0.4622405,3.706511,1134.4263,0.52059036,30142.229,1.2482163,1.3476468,476.7359,3865298.5
CNTRLP2,25.185976,671.95435,1.4032414,1313.5424,198857200000.0,0.108455665,0.317264,4929.6694,0.13211793,1.0697359,2.203381,14812570.0,0.32016706,0.08447166,1.5808954,8.512666,inf,132806504.0,0.47899806,0.21372695,1210673900.0,0.24357247,1.6819202,0.036184542,0.076804616,30528.537,inf,0.17887351,0.14537613,3.551878,1.7909957,0.60797673,inf,1.2671297,4.432546,1.197958,0.17278083,0.4455167,14.932774,2.26037,0.7061098,1908316.0,0.4366184,2.8438582,1.8124545,0.36136281,36.46429,0.61539745,1.8999202,3.3095803,6.087755,inf,29.518528,4.0200047,0.33108944,15.791385,0.29649132,2.2819743,0.3191842,38.682327,4.623918,0.31786835,33.493053,0.36001226,11778028000.0,0.9731983,inf,3.9120362,0.15656191,4.949462,1.6188662,5662.4756,0.70086837,1.6123512,0.08124542,0.2845983,1.369465,0.20437898,0.7213504,1.7525095,425.09222,5.6621556,0.27792662,1.0989426,0.027070504,0.73343754,0.08883472,6.1722198,0.38283998,0.14504507,6.4636903,2573118000.0,5.6017447,23.815699,10.048182,1.1272528,0.9625574,0.23705606,6135.8774,0.11492122,1.1358634,528027220000.0,65.07156,2.652562e+24,35.674896,1.6343515,0.82272667,4.248301,6883.3887,0.039244387,0.08787815,785.81464,inf,3.4518945,0.74424434,0.11523925,23.142794,0.19285157,inf,0.1423343,177.36157,23902.26,1.3498497,9.63748,567022.75,7.33257,0.08786265,3.811982e+19,5.2044954,1.0950564,0.31692934,3.8263106,0.120640054,28.14312,1.345733
CNTRLP3,10.582639,inf,3590148800000.0,10.896447,128309.766,1.8189973,4.5121036,38.432087,0.6870468,0.14429058,153.20432,9.022277,0.9064416,0.061284732,0.13288017,271334.16,inf,3.0887544e+19,1.5365987,32697.195,0.08944987,222294.38,10680933000.0,0.4728027,9.227812e+32,0.27658483,1.4330525,0.11582404,0.28573853,0.15766272,8.224789e+28,26.392317,inf,0.6364097,0.18395865,3.619391,4.744027e+34,720.63525,0.6993109,0.21156588,0.39983973,35.69343,0.205987,0.17123608,0.22752711,17.579647,7.511435e+18,1.0201126,36462010000.0,1.671504,23.06301,1710505.9,0.44068363,3.5616443,0.108023316,4.777177,78465.32,2.489278,227256.88,0.5387259,0.9244689,0.029811244,3.339426,0.3191312,0.1710659,0.28777757,inf,0.8773385,3.7941275,inf,0.076057695,1.3690969,2.3383434,10.591081,1.9242144,0.636205,0.4960892,1.6344768,0.89552057,1.1944519,inf,0.3084873,13.529177,1.3265866,1.8149356,2.8256025,1.018005,3.484432,1.0326256,0.14311376,288.16086,1.5565553,3015580.2,12.059838,0.10195888,0.98790765,0.10269112,21.436636,1.174859e+20,1.7338203,0.37895048,0.6975072,85.574745,0.23428303,1.5069275,1.2575476,2.3910432,11.270618,4.5654655,81209.516,2.778518,inf,26127.398,4889.9365,7.180208,0.20090939,38557060000.0,1.9327859,inf,inf,71656290000.0,73422310.0,4.7332312e+26,1.8706622,4.3650594,7176.8936,0.46667036,3.2149441,31.442421,0.10631271,2.8843577,27.407667,7.322327,0.013630519,20.139835
CNTRLP4,0.107318744,0.37229842,83.087296,3614522000.0,815387.6,0.48821637,11.361433,1.1341151,0.112575874,0.5154364,53057564.0,3.6695127,0.9776992,0.034584507,0.03870919,16.143993,3.1351373,0.017152816,7.7573495,0.06295927,2.0089334e+32,0.34361833,1.1661595,4.224656e+21,0.18117788,45.715435,4.9440827,108.200294,8.49228,0.39778513,0.20623673,1.401279,9.052437,5.396952,4.5142345,2508131100000.0,0.09222042,0.19560039,0.2143648,0.4849429,0.07993172,3.3368127,1185.3828,4353639.5,0.011564016,1.1022737,0.5159573,18636620000000.0,9.105261e+26,4.263908,2.0254566e+22,8.8433445e+16,0.25730622,0.82698286,0.4340669,1.1383779,73.30581,3.051914,3.5512972,0.16202116,0.6847292,0.50998974,0.4028371,0.9092593,0.9453644,4.0132866,1.3481869,0.6456098,291.9803,112643.79,0.7334923,0.88740945,0.47867244,6.598364,0.5913725,1.2415739,10.415988,5711945.0,1.1381353,1.7391516,0.06754069,0.5903618,3282730200.0,0.20116642,0.042958226,1.8548588,72.569565,17709.3,0.6892979,15121173.0,206.5631,2.506737e+17,35.165833,0.92217946,0.15535519,0.1632273,0.3863309,36279763000.0,14541003000000.0,0.38940412,0.13526706,2.1868796,0.9390685,1.0600123,10.036133,0.7939468,0.46555507,1073.1505,2.5643833,25.64904,0.21208695,0.22017875,180823.77,0.20906946,44.37776,1.138184,1.1752243,12.218515,11.468371,0.07208644,inf,1.5729806,3.3673093,2.3044538,0.7786128,0.93560284,0.4175179,inf,0.81027055,0.7285875,2306.5933,5.929482,0.0443008,0.17342247,10.040189
CNTRLP5,804.88116,0.019340005,3.1589284,7.320714,0.4955561,0.24598542,2.8925204,2.917201,0.017569784,1.6361028,1.5457071,60.45672,2403209.5,0.34468117,0.27452472,3.2296393,505565120000.0,inf,5.980414,4.706388,60.9684,11.733479,1351263000000.0,1.4446218,0.38081706,inf,0.62759006,1.6167297,2.8410683,0.7883071,574989.25,0.3257532,0.43740505,7.4467382,267156910000000.0,2.7698166,6.3760657,1.0223669,0.8841576,3776205000.0,0.40749466,2.9899852,0.020516148,0.1388421,0.2624002,7.503797e+35,2.614357,9.6630435e+26,3129452.2,16.057808,0.4677515,3.0385155e+18,1.3195531,1.2386767,0.020633286,2.2579389,118213240.0,0.19628961,1.5551503,2.7657633,5.0078454,0.058005266,1.969522,4.7630014,0.029559331,0.3145918,8.360875,0.33378974,4.1212363,11966128000.0,2235.5767,1.3626037,18.155878,0.4974936,inf,11.581078,7.8404267e+18,15456.683,0.22365351,3.559715,269.83725,2.6958637,2182187.8,2.4889703,0.15187359,0.59232575,0.24614622,530.3971,1683.3468,0.08650878,276.99503,inf,0.7087879,1.6674283,1.4095316,1.3565525,0.35199505,115839416.0,1.6835259,1.1189226e+33,0.97422636,0.41243014,13.40461,0.18606831,13.371398,3.4020927,0.36414918,4109.622,1.9008336,inf,90.44227,58.932377,4.93268,0.93921906,1.4266123,0.83281714,32705.75,0.3095261,0.70729476,1217882.8,797.95593,0.6540851,2.174223,490403.56,30489.299,28604062000.0,0.111775205,146744.92,0.9982691,0.46483687,0.562174,690653440.0,173684.55,0.10955523,410454.06
